Day Number,L0,L1,L2,L3,L4,L5,L6
1055,"[0.5418018140907336, 1.0]","[0.05409590440865742, 0.9259340666865945]","[0.056267242150685265, 0.8018080446191953]","[0.05549122122053626, 0.6763811809072935]","[0.05230584301694509, 0.5558293508842318]","[0.056515269278700146, 0.43485116740856883]","[0.17952270583374227, 0.0]"
1060,"[0.5301078534084959, 1.0]","[0.05552805855684096, 0.92593522963663]","[0.057749326487820836, 0.8018095113635326]","[0.05694406502263763, 0.6763828752315895]","[0.05366572411904662, 0.5558311751837667]","[0.0579716215327436, 0.43485387221256633]","[0.1840333508724146, 0.0]"
1065,"[0.5181034572224985, 1.0]","[0.056999489924417786, 0.9259363926741488]","[0.05927186465151408, 0.8018109782195797]","[0.058436341424855924, 0.6763845696868901]","[0.05506227395407399, 0.5558329996269197]","[0.059466920601876354, 0.4348565772305292]","[0.18865965222076356, 0.0]"
1070,"[0.5057800900208772, 1.0]","[0.05851131066614107, 0.9259375557988669]","[0.060835996989690555, 0.8018124451869703]","[0.0599691560924723, 0.6763862642727583]","[0.05649651437254948, 0.5558348242132045]","[0.06100224341126943, 0.4348592824616985]","[0.19340468844700007, 0.0]"
1075,"[0.49312897402261957, 1.0]","[0.060064665362877745, 0.925938719010502]","[0.062442896957215735, 0.8018139122653386]","[0.06154364662921296, 0.67638795898876]","[0.05796949657029558, 0.5558366489421369]","[0.06257869758589138, 0.43486198790531755]","[0.1982716228718872, 0.0]"
1080,"[0.4801410820978005, 1.0]","[0.061660731992933225, 0.9259398823087724]","[0.06409377210359486, 0.801815379454321]","[0.06316098352551336, 0.6763896538344615]","[0.05948230195486303, 0.5558384738132345]","[0.06419742235058447, 0.43486469356063306]","[0.20326370597471072, 0.0]"
1085,"[0.46680713047528294, 1.0]","[0.06330072293321302, 0.9259410456933981]","[0.06578986509089521, 0.8018168467535549]","[0.0648223711356639, 0.6763913488094322]","[0.06103604303820947, 0.555840298826017]","[0.06585958945722666, 0.43486739942689423]","[0.208384277869509, 0.0]"
1090,"[0.45311757123133745, 1.0]","[0.06498588599116106, 0.9259422091640999]","[0.06753245474283841, 0.8018183141626792]","[0.06652904868473951, 0.6763930439132421]","[0.06263186435644025, 0.5558421239800055]","[0.06756640413981489, 0.434870105503354]","[0.2136367708536686, 0.0]"
1095,"[0.43906258455243624, 1.0]","[0.066717505468441, 0.9259433727205993]","[0.06932285712603903, 0.8018197816813343]","[0.06828229130624146, 0.6763947391454634]","[0.06427094341745493, 0.5558439492747237]","[0.06931910609833102, 0.43487281178926734]","[0.21902471203105647, 0.0]"
1100,"[0.42463207076525755, 1.0]","[0.06849690325736202, 0.9259445363626195]","[0.07116242666439876, 0.801821249309162]","[0.07008341111141203, 0.6763964345056701]","[0.06595449167736502, 0.5558457747096965]","[0.07111897051227854, 0.43487551828389287]","[0.22455172601192627, 0.0]"
1105,"[0.4098156421267193, 1.0]","[0.0703254399710812, 0.9259457000898847]","[0.0730525572876968, 0.8018227170458052]","[0.07193375829121157, 0.6763981299934374]","[0.0676837555465774, 0.5558476002844515]","[0.07296730908480814, 0.434878224986492]","[0.23022153769190576, 0.0]"
1110,"[0.39460261436663635, 1.0]","[0.07220451610864655, 0.92594686390212]","[0.07499468361545081, 0.8018241848909087]","[0.07383472225197932, 0.6763998256083424]","[0.06946001742646814, 0.5558494259985169]","[0.07486547111837658, 0.43488093189632865]","[0.2360379751124424, 0.0]"
1115,"[0.37898199797535786, 1.0]","[0.07413557325597958, 0.9259480277990513]","[0.07699028217715852, 0.8018256528441186]","[0.07578773278583265, 0.6764015213499643]","[0.07128459677759741, 0.555851251851424]","[0.07681484462291599, 0.43488363901267]","[0.2420049724051582, 0.0]"
1120,"[0.3629424892285011, 1.0]","[0.07612009532393517, 0.9259491917804062]","[0.07904087267006224, 0.8018271209050819]","[0.07779426127689265, 0.6764032172178832]","[0.0731588512204508, 0.5558530778427054]","[0.07881685745751832, 0.43488634633478596]","[0.2481265728226399, 0.0]"
1125,"[0.3464724609406498, 1.0]","[0.07815960982460775, 0.9259503558459128]","[0.08114801925561972, 0.8018285890734476]","[0.07985582194445964, 0.6764049132116812]","[0.07508417766971814, 0.5558549039718956]","[0.08087297850667562, 0.4348890538619495]","[0.2544069318582695, 0.0]"
1130,"[0.3295599529396255, 1.0]","[0.08025568918709382, 0.9259515199953006]","[0.08331333189590026, 0.8018300573488653]","[0.08197397312429672, 0.676406609330942]","[0.07706201350316014, 0.5558567302385309]","[0.08298471889214516, 0.4348917615934361]","[0.2608503204577786, 0.0]"
1135,"[0.3121926622526765, 1.0]","[0.08240995211395989, 0.9259526842282998]","[0.08553846773116414, 0.801831525730987]","[0.08415031858921782, 0.6764083055752513]","[0.07909383776613942, 0.5558585566421492]","[0.08515363322154725, 0.4348944695285244]","[0.26746112832529517, 0.0]"
1140,"[0.2943579329956529, 1.0]","[0.08462406497970494, 0.9259538485446422]","[0.08782513249992507, 0.8018329942194652]","[0.08638650891021439, 0.6764100019441955]","[0.08118117241293304, 0.5558603831822908]","[0.08738132087483416, 0.4348971776664956]","[0.27424386732673567, 0.0]"
1145,"[0.2760427459559534, 1.0]","[0.08689974327254765, 0.9259550129440599]","[0.09017508200283635, 0.8018344628139543]","[0.0886842428593963, 0.6764116984373635]","[0.08332558358597515, 0.5558622098584973]","[0.08966942732980777, 0.43489988600663376]","[0.2812031749934835, 0.0]"
1150,"[0.2572337078597382, 1.0]","[0.08923875308091157, 0.9259561774262869]","[0.09259012361178645, 0.8018359315141095]","[0.0910452688560597, 0.6764133950543457]","[0.0855286829342171, 0.5558640366703123]","[0.09201964552789962, 0.4349025945482259]","[0.2883438181293875, 0.0]"
1155,"[0.23791704031359798, 1.0]","[0.09164291262602751, 0.9259573419910576]","[0.09507211782563206, 0.8018374003195878]","[0.09347138645724096, 0.6764150917947335]","[0.0877921289718301, 0.5558658636172809]","[0.09443371728146678, 0.4349053032905616]","[0.2956706965242048, 0.0]"
1160,"[0.21807856841055928, 1.0]","[0.0941140938421172, 0.9259585066381076]","[0.09762297987404281, 0.8018388692300472]","[0.09596444789415795, 0.6764167886581199]","[0.09011762847851389, 0.5558676906989504]","[0.09691343472389513, 0.4349080122329335]","[0.30318884677671387, 0.0]"
1165,"[0.19770370898998277, 1.0]","[0.09665422400567013, 0.9259596713671736]","[0.10024468137098347, 0.8018403382451472]","[0.09852635965598319, 0.6764184856441007]","[0.09250693794271735, 0.5558695179148695]","[0.09946064180384429, 0.4349107213746365]","[0.310903446230819, 0.0]"
1170,"[0.176777458540581, 1.0]","[0.09926528741537242, 0.9259608361779929]","[0.10293925201940442, 0.8018418073645486]","[0.10115908412244266, 0.6764201827522718]","[0.09496186504911577, 0.555871345264589]","[0.10207723582500973, 0.4349134307149686]","[0.31881981702807416, 0.0]"
1175,"[0.15528438073543402, 1.0]","[0.1019493271243042, 0.9259620010703046]","[0.10570878136876286, 0.8018432765879133]","[0.10386464124678184, 0.6764218799822314]","[0.0974842702117354, 0.5558731727476612]","[0.10476516903282362, 0.4349161402532303]","[0.3269434302801582, 0.0]"
1180,"[0.13320859358753437, 1.0]","[0.10470844672606358, 0.925963166043848]","[0.10855542062705183, 0.8018447459149052]","[0.10664511029068763, 0.6764235773335792]","[0.10007606815415988, 0.5558750003636402]","[0.10752645024955775, 0.43491884998872526]","[0.33527991036494514, 0.0]"
